"shot_id","GAME_ID","MATCHUP","LOCATION","W","FINAL_MARGIN","SHOT_NUMBER","PERIOD","GAME_CLOCK","SHOT_CLOCK","DRIBBLES","TOUCH_TIME","SHOT_DIST(ft)","PTS_TYPE","CLOSEST_DEFENDER","CLOSEST_DEFENDER_PLAYER_ID","CLOSE_DEF_DIST(ft)","FGM","PTS","player_name","player_id"
"74275","21400162","NOV 19, 2014 - PHI vs. BOS","H","L","-11","9","4","6:57","2.4","1","2","18.7","2","Green, Jeff","201145","8.2","0","0","luc mbah a moute","201601"
"74803","21400847","FEB 25, 2015 - MIL vs. PHI","H","W","16","5","2","5:07","13.7","1","0.9","6.8","2","Sampson, JaKarr","203960","3.4","0","0","john henson","203089"
"75671","21400175","NOV 21, 2014 - MIL @ TOR","A","L","-42","1","3","4:40","6","0","0.6","22.9","3","Patterson, Patrick","202335","5.6","0","0","jared dudley","201162"
"76315","21400887","MAR 02, 2015 - PHX @ MIA","A","L","-17","3","1","4:38","21.9","0","1.2","26.3","3","Walker, Henry","201611","8.9","0","0","brandon knight","202688"
"76847","21400285","DEC 05, 2014 - MIL vs. MIA","H","W","24","4","1","7:02","12","2","2.9","22","2","Napier, Shabazz","203894","8.8","0","0","brandon knight","202688"
"77425","21400506","JAN 04, 2015 - MIL @ NYK","A","W","13","5","3","7:42","12.6","2","2.9","5.4","2","Smith, J.R.","2747","2.9","0","0","khris middleton","203114"
"77660","21400023","OCT 31, 2014 - MIL vs. PHI","H","W","12","4","1","6:18","11.4","7","6.5","5.4","2","Noel, Nerlens","203457","1.6","0","0","khris middleton","203114"
"77730","21400847","FEB 25, 2015 - MIL vs. PHI","H","W","16","3","3","9:31","19.2","1","2.1","5.1","2","Mbah a Moute, Luc","201601","1.8","0","0","giannis antetokounmpo","203507"
"77736","21400831","FEB 23, 2015 - MIL @ CHI","A","L","-16","3","1","9:43","9.1","1","4","20.1","2","Dunleavy, Mike","2399","4.2","0","0","giannis antetokounmpo","203507"
"78016","21400344","DEC 13, 2014 - MIL vs. LAC","H","W","5","5","1","1:12","10.7","0","1.6","0.9","2","Davis, Glen","201175","0.8","0","0","giannis antetokounmpo","203507"
"78753","21400767","FEB 08, 2015 - MEM vs. ATL","H","W","6","5","1","1:44","14.6","0","0.6","4.3","2","Scott, Mike","203118","1.4","0","0","zach randolph","2216"
"79136","21400176","NOV 21, 2014 - MEM vs. BOS","H","W","17","5","2","6:02","9","1","3.3","17.5","2","Sullinger, Jared","203096","6.4","0","0","zach randolph","2216"
"79200","21400118","NOV 13, 2014 - MEM vs. SAC","H","W","1","6","3","8:42","13.8","3","4.9","7.2","2","Thompson, Jason","201574","2.9","0","0","zach randolph","2216"
"79224","21400088","NOV 08, 2014 - MEM @ MIL","A","L","-1","7","3","6:49","0","0","0.8","21.7","2","Ilyasova, Ersan","101141","7.1","0","0","zach randolph","2216"
"79785","21400222","NOV 26, 2014 - MEM @ LAL","A","W","6","1","2","11:12","14.8","0","0.9","18.8","2","Young, Nick","201156","4.8","0","0","jon leuer","202720"
"79816","21400151","NOV 17, 2014 - MEM vs. HOU","H","W","26","6","4","1:51","9.1","0","1","15.1","2","Black, Tarik","204028","4.3","0","0","jon leuer","202720"
"79895","21400786","FEB 10, 2015 - MEM vs. BKN","H","W","9","4","2","8:09","5.6","1","1","7.6","2","Jefferson, Cory","203928","2.6","0","0","kosta koufos","201585"
"80156","21400795","FEB 11, 2015 - MEM @ OKC","A","L","-16","3","2","6:52","5.5","2","3","5.5","2","Morrow, Anthony","201627","2.9","0","0","tony allen","2754"
"80204","21400693","JAN 29, 2015 - MEM vs. DEN","H","W","30","6","4","11:13","13.2","0","1","20.5","2","Nelson, Jameer","2749","7.3","0","0","tony allen","2754"
"80399","21400118","NOV 13, 2014 - MEM vs. SAC","H","W","1","2","1","10:35","21.6","0","3.8","2.8","2","Collison, Darren","201954","1.7","0","0","tony allen","2754"
"80412","21400104","NOV 11, 2014 - MEM vs. LAL","H","W","5","10","4","2:09","10","2","2.1","4.4","2","Davis, Ed","202334","2.5","0","0","tony allen","2754"
"80692","21400630","JAN 21, 2015 - MEM vs. TOR","H","W","6","14","4","7:28","2.8","0","0.7","21.7","2","Lowry, Kyle","200768","7.5","0","0","marc gasol","201188"
"80963","21400345","DEC 13, 2014 - MEM @ PHI","A","W","5","3","1","8:19","9.5","1","2.7","18.8","2","Noel, Nerlens","203457","4.8","0","0","marc gasol","201188"
"81310","21400852","FEB 25, 2015 - MEM @ SAC","A","L","-12","3","1","3:09","4","1","1.6","24.9","3","McLemore, Ben","203463","4.5","0","0","courtney lee","201584"
"81491","21400526","JAN 07, 2015 - MEM @ ATL","A","L","-10","7","3","6:17","6.7","0","0.8","18.8","2","Sefolosha, Thabo","200757","4.6","0","0","courtney lee","201584"
"81518","21400468","DEC 30, 2014 - MEM vs. SAS","H","W","8","3","1","9:09","15.2","2","2.6","8.9","2","Duncan, Tim","1495","4.2","0","0","courtney lee","201584"
"81588","21400345","DEC 13, 2014 - MEM @ PHI","A","W","5","7","2","1:59","2.3","1","1.3","18.8","2","Covington, Robert","203496","3","0","0","courtney lee","201584"
"81683","21400136","NOV 15, 2014 - MEM vs. DET","H","W","7","8","4","11:46","10.5","1","2.4","9.2","2","Singler, Kyle","202713","3.6","0","0","courtney lee","201584"
"82331","21400560","JAN 11, 2015 - MEM vs. PHX","H","W","12","10","3","0:01","0","1","0.8","26.1","3","Morris, Marcus","202694","6.4","0","0","mike conley","201144"
"82495","21400389","DEC 19, 2014 - MEM vs. CHI","H","L","-6","12","3","7:28","12.2","11","10.9","8.9","2","Hinrich, Kirk","2550","2.6","0","0","mike conley","201144"
"82698","21400151","NOV 17, 2014 - MEM vs. HOU","H","W","26","8","2","3:30","16.7","10","7.9","19.2","2","Beverley, Patrick","201976","4.9","0","0","mike conley","201144"
"82732","21400104","NOV 11, 2014 - MEM vs. LAL","H","W","5","7","2","5:19","6.3","0","1","24","3","Lin, Jeremy","202391","9","0","0","mike conley","201144"
"82799","21400028","NOV 01, 2014 - MEM @ CHA","A","W","2","12","4","6:41","13.7","3","3.2","9.8","2","Roberts, Brian","203148","0.3","0","0","mike conley","201144"
"83549","21400400","DEC 21, 2014 - NYK @ TOR","A","L","-10","4","4","8:12","16","2","4.4","10.5","2","Ross, Terrence","203082","3.4","0","0","travis wear","204037"
"83658","21400728","FEB 03, 2015 - NYK vs. BOS","H","L","-11","2","2","10:34","8.4","0","1.2","20.7","2","Sullinger, Jared","203096","5.7","0","0","quincy acy","203112"
"84165","21400777","FEB 09, 2015 - NYK @ MIA","A","L","-14","3","2","1:51","8.7","0","0.8","2.3","2","Andersen, Chris","2365","0.7","0","0","amare stoudemire","2405"
"84402","21400084","NOV 08, 2014 - NYK @ ATL","A","L","-7","7","4","10:06","0","0","0.9","18.6","2","Horford, Al","201143","4.5","0","0","amare stoudemire","2405"
"84502","21400788","FEB 11, 2015 - NYK @ ORL","A","L","-6","8","3","7:33","1.6","0","0.9","23.2","3","Payton, Elfrid","203901","1.3","0","0","jose calderon","101181"
"84592","21400536","JAN 08, 2015 - NYK vs. HOU","H","L","-24","1","1","7:43","15","0","0.8","26.2","3","Beverley, Patrick","201976","9.8","0","0","jose calderon","101181"
"84700","21400379","DEC 18, 2014 - NYK @ CHI","A","L","-6","1","1","6:07","10.8","2","1.8","12.9","2","Hinrich, Kirk","2550","7.7","0","0","jose calderon","101181"
"84813","21400187","NOV 22, 2014 - NYK vs. PHI","H","W","8","5","2","4:43","12.3","0","0.6","19.2","2","Wroten, Tony","203100","4","0","0","jose calderon","101181"
"84889","21400717","FEB 01, 2015 - NYK vs. LAL","H","W","12","9","2","5:03","24","8","8.6","22.1","2","Sacre, Robert","203135","1.5","0","0","carmelo anthony","2546"
"84959","21400645","JAN 23, 2015 - NYK vs. ORL","H","W","7","11","2","0:27","22.3","0","1","24.2","3","Vucevic, Nikola","202696","7","0","0","carmelo anthony","2546"
"85229","21400299","DEC 07, 2014 - NYK vs. POR","H","L","-4","6","2","2:56","8.6","1","2.7","14.1","2","Matthews, Wesley","202083","2.3","0","0","carmelo anthony","2546"
"85308","21400245","NOV 30, 2014 - NYK vs. MIA","H","L","-7","3","1","4:22","8.1","0","0.6","18.2","2","Deng, Luol","2736","4.6","0","0","carmelo anthony","2546"
"85815","21400872","FEB 28, 2015 - NYK vs. TOR","H","W","5","11","3","10:28","5","0","0.7","26","3","Johnson, James","201949","5.3","0","0","time hardaway jr","203501"
"85960","21400645","JAN 23, 2015 - NYK vs. ORL","H","W","7","4","1","0:01","0","3","2.6","30.6","3","Fournier, Evan","203095","3.2","0","0","time hardaway jr","203501"
"86083","21400427","DEC 25, 2014 - NYK vs. WAS","H","L","-11","2","1","1:26","16.9","0","1.1","23","3","Gortat, Marcin","101162","8","0","0","time hardaway jr","203501"
"86173","21400331","DEC 12, 2014 - NYK @ BOS","A","W","6","9","3","9:19","5.1","1","1.4","5.3","2","Zeller, Tyler","203092","2.7","0","0","time hardaway jr","203501"
"86237","21400245","NOV 30, 2014 - NYK vs. MIA","H","L","-7","1","2","0:03","2.4","1","1.4","27.3","3","Bosh, Chris","2547","4.2","0","0","time hardaway jr","203501"
"86454","21400806","FEB 20, 2015 - DET vs. CHI","H","W","9","7","2","4:17","8.6","3","5","3.9","2","Gibson, Taj","201959","0.5","0","0","greg monroe","202328"
"86846","21400337","DEC 12, 2014 - DET @ PHX","A","W","2","6","2","7:07","24","0","1.1","2.6","2","Morris, Marcus","202694","4","0","0","greg monroe","202328"
"87393","21400521","JAN 06, 2015 - DET @ SAS","A","W","1","3","1","4:59","1.4","3","2.6","24.7","3","Joseph, Cory","202709","2.7","0","0","kentavious caldwell-pope","203484"
"88279","21400017","OCT 30, 2014 - DET @ MIN","A","L","-6","11","3","4:10","6.9","2","4","20.3","2","Williams, Mo","2590","4.7","0","0","dj augustin","201571"
"88348","21400676","JAN 27, 2015 - DET vs. CLE","H","L","-8","3","2","10:12","13.3","1","2.4","10.2","2","Shumpert, Iman","202697","3.1","0","0","caron butler","2406"
"88357","21400653","JAN 24, 2015 - DET @ MIL","A","L","-15","7","4","7:06","24","0","0","1.2","2","O'Bryant, Johnny","203948","2.9","0","0","caron butler","2406"
"88496","21400207","NOV 25, 2014 - DET @ MIL","A","L","-12","3","2","6:37","2","2","3","22.5","2","Ilyasova, Ersan","101141","4.3","0","0","caron butler","2406"
"89182","21400109","NOV 12, 2014 - DET @ WAS","A","L","-4","3","4","8:04","0.2","1","2","14.3","2","Seraphin, Kevin","202338","3.5","0","0","andre drummond","203083"
"89434","21400165","NOV 19, 2014 - DET vs. PHX","H","L","-2","5","4","7:49","5.7","2","2.7","3.4","2","Tucker, PJ","200782","3.1","0","0","jonas jerebko","201973"
"89529","21400769","FEB 08, 2015 - DET vs. MIN","H","L","-11","3","3","3:06","0.5","0","1.2","22.7","2","Wiggins, Andrew","203952","1","0","0","kyle singler","202713"
"89600","21400613","JAN 19, 2015 - DET @ ATL","A","L","-11","4","3","10:39","11.7","0","0.6","24.6","3","Carroll, DeMarre","201960","4.8","0","0","kyle singler","202713"
"89658","21400529","JAN 07, 2015 - DET @ DAL","A","W","13","5","2","2:17","13.2","0","0.7","24.9","3","Parsons, Chandler","202718","5.3","0","0","kyle singler","202713"
"90028","21400521","JAN 06, 2015 - DET @ SAS","A","W","1","2","1","8:57","10.7","17","13.4","14.7","2","Parker, Tony","2225","2.9","0","0","brandon jennings","201943"
"90153","21400372","DEC 17, 2014 - DET vs. DAL","H","L","-11","2","1","7:19","17.3","2","2.2","3","2","Chandler, Tyson","2199","3.3","0","0","brandon jennings","201943"
"90339","21400109","NOV 12, 2014 - DET @ WAS","A","L","-4","18","4","1:53","6.5","0","0.8","25.4","3","Wall, John","202322","5.7","0","0","brandon jennings","201943"
"90604","21400901","MAR 04, 2015 - HOU vs. MEM","H","L","-2","8","3","11:32","17.7","0","1.1","24.8","3","Green, Jeff","201145","6.2","0","0","trevor ariza","2772"
"90621","21400883","MAR 01, 2015 - HOU vs. CLE","H","W","2","4","4","7:04","4","2","6.5","27.3","3","Smith, J.R.","2747","5.1","0","0","trevor ariza","2772"
"90705","21400771","FEB 08, 2015 - HOU vs. POR","H","L","-11","3","2","8:53","21.2","1","1.4","4.6","2","Barton, Will","203115","2.2","0","0","trevor ariza","2772"
"91010","21400346","DEC 13, 2014 - HOU vs. DEN","H","W","12","8","2","1:24","17.4","0","0.8","24.3","3","Chandler, Wilson","201163","4.8","0","0","trevor ariza","2772"
"92171","21400127","NOV 14, 2014 - HOU vs. PHI","H","W","1","4","4","5:00","5.8","1","1.2","4.5","2","Sims, Henry","203156","1.6","0","0","donatas motiejunas","202700"
"92379","21400735","FEB 04, 2015 - HOU vs. CHI","H","W","11","3","1","5:05","16.3","0","0.9","24.2","3","Butler, Jimmy","202710","4.4","0","0","james harden","201935"
"92427","21400698","JAN 30, 2015 - HOU @ BOS","A","W","6","14","3","9:01","1.4","0","0.6","26","3","Turner, Evan","202323","5.1","0","0","james harden","201935"
"92712","21400463","DEC 29, 2014 - HOU vs. WAS","H","L","-1","11","2","0:30","10.6","13","13.5","24.5","3","Beal, Bradley","203078","4","0","0","james harden","201935"
"92980","21400240","NOV 29, 2014 - HOU @ MIL","A","W","14","7","3","7:27","21.3","2","2.1","4.3","2","Sanders, Larry","202336","1.2","0","0","james harden","201935"
"93015","21400217","NOV 26, 2014 - HOU vs. SAC","H","W","13","16","3","9:54","0.5","4","2.4","16.3","2","McLemore, Ben","203463","3.6","0","0","james harden","201935"
"93450","21400564","JAN 12, 2015 - HOU @ BKN","A","W","14","10","4","5:18","3","0","1","24.3","3","Bogdanovic, Bojan","202711","5","0","0","patrick beverley","201976"
"93595","21400346","DEC 13, 2014 - HOU vs. DEN","H","W","12","3","2","3:57","10.7","0","0.9","22.7","3","Lawson, Ty","201951","6.2","0","0","patrick beverley","201976"
"93606","21400327","DEC 11, 2014 - HOU @ SAC","A","W","4","5","2","9:49","11.4","0","3.7","24.9","3","McLemore, Ben","203463","6.2","0","0","patrick beverley","201976"
"93692","21400050","NOV 04, 2014 - HOU @ MIA","A","W","17","8","4","0:26","15.3","0","0.7","23.8","3","Dawkins, Andre","203958","5.7","0","0","patrick beverley","201976"
"93879","21400396","DEC 20, 2014 - HOU vs. ATL","H","L","-7","3","2","7:02","9.2","1","7.6","6.9","2","Horford, Al","201143","2.5","0","0","dwight howard","2730"
"93941","21400144","NOV 16, 2014 - HOU @ OKC","A","W","4","2","1","9:16","11.3","1","2.3","6","2","Adams, Steven","203500","1.9","0","0","dwight howard","2730"
"94599","21400094","NOV 09, 2014 - MIA @ DAL","A","W","9","9","4","0:59","0.2","0","0.4","25.2","3","Barea, Jose Juan","200826","13.5","0","0","mario chalmers","201596"
"94609","21400057","NOV 05, 2014 - MIA @ CHA","A","L","-7","6","3","3:36","11.1","0","0.5","3.5","2","Walker, Kemba","202689","1.9","0","0","mario chalmers","201596"
"94898","21400296","DEC 07, 2014 - MIA @ MEM","A","L","-16","5","2","7:47","2.6","0","0.6","22.3","3","Lee, Courtney","201584","4.1","0","0","shawne williams","200761"
"95324","21400537","JAN 08, 2015 - MIA @ POR","A","L","-16","9","2","3:54","8.9","1","6","15.6","2","Aldridge, LaMarcus","200746","4.2","0","0","chris bosh","2547"
"95603","21400149","NOV 17, 2014 - MIA @ BKN","A","W","12","8","3","11:45","9.1","0","0.8","22.7","3","Lopez, Brook","201572","4.5","0","0","chris bosh","2547"
"95651","21400112","NOV 12, 2014 - MIA vs. IND","H","L","-6","9","3","6:38","8.7","3","4.6","9.8","2","Sloan, Donald","202388","2.4","0","0","chris bosh","2547"
"96238","21400446","DEC 27, 2014 - MIA vs. MEM","H","L","-8","17","4","0:30","15","7","8.6","24.5","3","Conley, Mike","201144","4.9","0","0","dwayne wade","2548"
"96260","21400388","DEC 19, 2014 - MIA vs. WAS","H","L","-2","1","1","7:35","15.4","5","5.1","14.8","2","Beal, Bradley","203078","2.5","0","0","dwayne wade","2548"
"96281","21400388","DEC 19, 2014 - MIA vs. WAS","H","L","-2","22","4","2:49","4.1","11","10.8","10.8","2","Beal, Bradley","203078","1.8","0","0","dwayne wade","2548"
"96700","21400373","DEC 17, 2014 - MIA vs. UTA","H","L","-18","1","2","10:29","3.2","0","0.9","25.7","3","Ingles, Joe","204060","4.5","0","0","shabazz napier","203894"
"96837","21400737","FEB 04, 2015 - MIA @ MIN","A","L","-1","1","2","2:45","13.9","0","0.7","23.5","3","Young, Thaddeus","201152","5.9","0","0","james ennis","203516"
"96931","21400206","NOV 25, 2014 - MIA vs. GSW","H","L","-17","4","2","9:30","16.7","0","0.5","2.8","2","Bogut, Andrew","101106","4.1","0","0","james ennis","203516"
"97611","21400446","DEC 27, 2014 - MIA vs. MEM","H","L","-8","6","3","5:31","9.3","0","0.7","8.9","2","Pondexter, Quincy","202347","3.8","0","0","luol deng","2736"
"97784","21400170","NOV 20, 2014 - MIA vs. LAC","H","L","-17","3","1","9:17","12","0","1","16.5","2","Barnes, Matt","2440","3.7","0","0","luol deng","2736"
"98134","21400189","NOV 22, 2014 - SAC @ MIN","A","W","12","1","1","11:33","19.6","1","1.4","12.2","2","Williams, Mo","2590","2.6","0","0","jason thompson","201574"
"98250","21400852","FEB 25, 2015 - SAC vs. MEM","H","W","12","6","4","9:14","4.5","2","2","17.4","2","Allen, Tony","2754","4.8","0","0","ray mccallum","203492"
"98389","21400442","DEC 26, 2014 - SAC vs. PHX","H","L","-9","7","4","8:10","15.6","2","2.6","20.4","2","Bledsoe, Eric","202339","5.9","0","0","ray mccallum","203492"
"98400","21400347","DEC 13, 2014 - SAC vs. DET","H","L","-5","1","2","9:31","2.2","3","4","20.8","2","Augustin, D.J.","201571","3.3","0","0","ray mccallum","203492"
"98775","21400852","FEB 25, 2015 - SAC vs. MEM","H","W","12","13","3","6:04","0.6","0","0.7","24.2","3","Lee, Courtney","201584","6.4","0","0","ben mclemore","203463"
"99349","21400813","FEB 20, 2015 - SAC vs. BOS","H","W","8","6","2","8:39","2.5","0","0.7","25.5","3","Bass, Brandon","101138","5.6","0","0","derrick williams","202682"
"99706","21400598","JAN 16, 2015 - SAC vs. MIA","H","L","-12","9","3","1:10","11.1","14","13.1","16.5","2","Chalmers, Mario","201596","3.9","0","0","darren collison","201954"
"99761","21400532","JAN 07, 2015 - SAC vs. OKC","H","W","21","9","2","3:03","1.7","1","1.6","30","3","Jones, Perry","203103","5.3","0","0","darren collison","201954"
"99852","21400402","DEC 21, 2014 - SAC vs. LAL","H","W","7","6","1","0:00","0","4","2.9","32.2","3","Lin, Jeremy","202391","2.6","0","0","darren collison","201954"
"100246","21400347","DEC 13, 2014 - SAC vs. DET","H","L","-5","8","3","0:02","0","1","1.2","39.1","3","Smith, Josh","2746","8.3","0","0","nik stauskas","203917"
"100593","21400651","JAN 23, 2015 - SAC @ GSW","A","L","-25","17","4","10:43","12.4","0","2.6","20.6","2","Lee, David","101135","5.1","0","0","demarcus cousins","202326"
"101281","21400744","FEB 05, 2015 - SAC vs. DAL","H","L","-23","4","1","7:16","18","0","1.1","22.8","3","Aminu, Al-Farouq","202329","6","0","0","rudy gay","200752"
"101459","21400532","JAN 07, 2015 - SAC vs. OKC","H","W","21","10","2","1:07","8.2","3","4","3.7","2","Ibaka, Serge","201586","0.5","0","0","rudy gay","200752"
"101564","21400442","DEC 26, 2014 - SAC vs. PHX","H","L","-9","7","3","11:48","12","1","1.8","11.5","2","Tucker, PJ","200782","1.4","0","0","rudy gay","200752"
"101658","21400347","DEC 13, 2014 - SAC vs. DET","H","L","-5","22","4","2:26","11.7","1","5.3","17.3","2","Singler, Kyle","202713","3.6","0","0","rudy gay","200752"
"101791","21400231","NOV 28, 2014 - SAC @ SAS","A","L","-8","13","3","1:23","6.1","2","3.4","7","2","Leonard, Kawhi","202695","0","0","0","rudy gay","200752"
"101919","21400079","NOV 07, 2014 - SAC @ PHX","A","W","2","15","4","3:02","9","7","5.9","10.8","2","Morris, Marcus","202694","2.7","0","0","rudy gay","200752"
"101924","21400079","NOV 07, 2014 - SAC @ PHX","A","W","2","20","6","4:20","8.6","3","4","14.5","2","Bledsoe, Eric","202339","1.4","0","0","rudy gay","200752"
"102122","21400451","DEC 27, 2014 - SAC vs. NYK","H","W","6","1","2","9:32","10.9","1","1.4","6.5","2","Hardaway Jr., Tim","203501","1.6","0","0","omri casspi","201956"
"102365","21400287","DEC 05, 2014 - SAC vs. IND","H","W","1","2","2","9:54","12.9","5","4.5","12.3","2","Mahinmi, Ian","101133","4","0","0","ramon sessions","201196"
"102856","21400584","JAN 15, 2015 - OKC @ HOU","A","L","-11","1","1","0:03","0","17","21.5","20.2","2","Terry, Jason","1891","4.6","0","0","reggie jackson","202704"
"103042","21400326","DEC 11, 2014 - OKC vs. CLE","H","W","9","10","4","6:29","15.1","0","0.8","24.6","3","Harris, Joe","203925","5.5","0","0","reggie jackson","202704"
"103186","21400157","NOV 18, 2014 - OKC @ UTA","A","L","-17","6","2","0:33","9.9","15","14.1","3.9","2","Kanter, Enes","202683","0","0","0","reggie jackson","202704"
"104451","21400489","JAN 02, 2015 - OKC vs. WAS","H","W","7","5","4","7:44","1.4","3","2.9","11.1","2","Seraphin, Kevin","202338","2.2","0","0","anthony morrow","201627"
"104714","21400869","FEB 27, 2015 - OKC @ POR","A","L","-3","10","2","4:03","17.8","7","7.2","14.6","2","Matthews, Wesley","202083","3.6","0","0","russell westbrook","201566"
"104750","21400855","FEB 26, 2015 - OKC @ PHX","A","L","-4","14","2","0:03","0","9","6","24.6","3","Knight, Brandon","202688","1","0","0","russell westbrook","201566"
"104930","21400738","FEB 04, 2015 - OKC @ NOP","A","W","11","6","1","5:51","17","7","6.1","18.5","2","Pondexter, Quincy","202347","4.3","0","0","russell westbrook","201566"
"104976","21400710","JAN 31, 2015 - OKC @ MEM","A","L","-11","7","1","4:55","19.7","6","4.7","15.1","2","Conley, Mike","201144","2","0","0","russell westbrook","201566"
"105106","21400633","JAN 21, 2015 - OKC @ WAS","A","W","2","27","5","1:01","9.7","14","14.2","16.6","2","Beal, Bradley","203078","3.7","0","0","russell westbrook","201566"
"105381","21400408","DEC 21, 2014 - OKC vs. NOP","H","L","-2","15","3","8:39","16","8","7.4","3.2","2","Asik, Omer","201600","3.1","0","0","russell westbrook","201566"
"105416","21400382","DEC 18, 2014 - OKC @ GSW","A","L","-5","2","1","10:50","19.5","4","3.6","7.7","2","Thompson, Klay","202691","0.8","0","0","russell westbrook","201566"
"105628","21400015","OCT 29, 2014 - OKC @ POR","A","L","-17","14","3","8:05","4.7","4","5.3","17.1","2","Aldridge, LaMarcus","200746","5.1","0","0","russell westbrook","201566"
"105647","21400869","FEB 27, 2015 - OKC @ POR","A","L","-3","1","1","10:59","10.6","0","1.1","25.6","3","Matthews, Wesley","202083","7.2","0","0","andre roberson","203460"
"105983","21400111","NOV 12, 2014 - OKC @ BOS","A","W","15","2","1","11:16","10","3","2.6","9.6","2","Sullinger, Jared","203096","3.9","0","0","jeremy lamb","203087"
"106154","21400392","DEC 19, 2014 - OKC @ LAL","A","W","1","8","4","1:15","14.6","0","0.5","4","2","Bryant, Kobe","977","2","0","0","steve adams","203500"
"106199","21400229","NOV 28, 2014 - OKC vs. NYK","H","W","27","5","2","0:01","0","0","0","4.3","2","Dalembert, Samuel","2223","4.1","0","0","steve adams","203500"
"106463","21400765","FEB 08, 2015 - LAC @ OKC","A","L","-23","10","3","3:57","3.7","3","5","15.2","2","Roberson, Andre","203460","1.4","0","0","jamal crawford","2037"
"107211","21400720","FEB 02, 2015 - LAC @ BKN","A","L","-2","8","4","6:48","7","3","3.6","26.2","3","Johnson, Joe","2207","5.7","0","0","matt barnes","2440"
"107382","21400414","DEC 22, 2014 - LAC @ SAS","A","L","-7","2","1","8:34","19.5","1","1.5","3.8","2","Green, Danny","201980","1.6","0","0","matt barnes","2440"
"107797","21400583","JAN 14, 2015 - LAC @ POR","A","W","6","7","2","1:36","18.2","0","0.8","23.2","3","Leonard, Meyers","203086","5.6","0","0","jj redick","200755"
"108431","21400720","FEB 02, 2015 - LAC @ BKN","A","L","-2","4","2","6:34","4.4","3","5.6","20","2","Bogdanovic, Bojan","202711","3.7","0","0","chris paul","101108"
"108933","21400193","NOV 23, 2014 - LAC @ MEM","A","L","-16","1","1","1:07","14","0","1.2","25","3","Udrih, Beno","2757","4.2","0","0","chris paul","101108"
"108937","21400193","NOV 23, 2014 - LAC @ MEM","A","L","-16","5","2","1:57","10.2","3","5.3","10.1","2","Lee, Courtney","201584","2.7","0","0","chris paul","101108"
"109715","21400690","JAN 28, 2015 - LAC @ UTA","A","W","5","2","2","10:22","16","1","1.1","26.9","3","Booker, Trevor","202344","6.3","0","0","spencer hawes","201150"
"109779","21400519","JAN 05, 2015 - LAC vs. ATL","H","L","-9","5","2","7:07","21.7","0","0.9","25","3","Horford, Al","201143","6.7","0","0","spencer hawes","201150"
"110304","21400559","JAN 11, 2015 - LAC vs. MIA","H","L","-14","6","2","5:54","17.4","3","3","6.9","2","Andersen, Chris","2365","2.6","0","0","blake griffin","201933"
"110417","21400443","DEC 27, 2014 - LAC vs. TOR","H","L","-12","6","1","3:49","24","0","1.1","1.2","2","Johnson, James","201949","3.3","0","0","blake griffin","201933"
"110483","21400414","DEC 22, 2014 - LAC @ SAS","A","L","-7","19","4","3:31","6.7","6","3.1","6.2","2","Splitter, Tiago","201168","1.9","0","0","blake griffin","201933"
"110598","21400317","DEC 10, 2014 - LAC @ IND","A","W","7","9","2","4:47","10.6","0","0.9","21.7","2","Watson, CJ","201228","5.1","0","0","blake griffin","201933"
"111201","21400679","JAN 27, 2015 - CHI @ GSW","A","W","2","8","5","1:16","6.3","0","0.8","24.3","3","Thompson, Klay","202691","5.9","0","0","kirk hinrich","2550"
"111670","21400646","JAN 23, 2015 - CHI @ DAL","A","W","4","7","3","3:57","0.7","0","0.7","24.1","2","Powell, Dwight","203939","15.5","0","0","pau gasol","2200"
"112198","21400073","NOV 07, 2014 - CHI @ PHI","A","W","3","1","1","11:26","7.7","0","2.1","16.3","2","Sims, Henry","203156","3.9","0","0","pau gasol","2200"
"113075","21400528","JAN 07, 2015 - CHI vs. UTA","H","L","-20","10","3","9:48","7.9","1","2.5","12.9","2","Gobert, Rudy","203497","3","0","0","derrick rose","201565"
"113432","21400101","NOV 10, 2014 - CHI vs. DET","H","W","11","14","4","8:41","15.6","10","8.8","18.7","2","Augustin, D.J.","201571","3.2","0","0","derrick rose","201565"
"113549","21400806","FEB 20, 2015 - CHI @ DET","A","L","-9","13","4","8:44","11.6","1","4.1","10.8","2","Martin, Cartier","201858","3.7","0","0","jimmy butler","202710"
"113649","21400657","JAN 25, 2015 - CHI vs. MIA","H","L","-12","4","2","10:46","1.8","4","5.3","8.3","2","Williams, Shawne","200761","1.5","0","0","jimmy butler","202710"
"114141","21400154","NOV 17, 2014 - CHI @ LAC","A","W","16","10","3","11:42","6.6","4","2.9","22.5","2","Griffin, Blake","201933","4.8","0","0","jimmy butler","202710"
"114592","21400119","NOV 13, 2014 - CHI @ TOR","A","W","7","1","2","10:05","24","0","0.9","3.3","2","Johnson, James","201949","2.6","0","0","nikola mirotic","202703"
"114945","21400800","FEB 12, 2015 - CHI vs. CLE","H","W","15","10","4","9:40","8.3","0","1.2","23.8","3","Irving, Kyrie","202681","6.3","0","0","aaron brooks","201166"
"115015","21400657","JAN 25, 2015 - CHI vs. MIA","H","L","-12","7","4","7:52","11.1","16","13.4","6.2","2","Napier, Shabazz","203894","1.9","0","0","aaron brooks","201166"
"115161","21400430","DEC 25, 2014 - CHI vs. LAL","H","W","20","10","4","3:49","1.3","13","9","3.2","2","Hill, Jordan","201941","5.3","0","0","aaron brooks","201166"
